Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day_Sort,Month,Month_sort,Age_Group,Quantity_Category,Weekday_flag
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,Sunday,7,November,11,25–34,Few Items,Weekend
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,Sunday,7,October,10,55–64,Few Items,Weekend
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,Monday,1,April,4,18–24,Single Item,Weekday
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,Saturday,6,December,12,18–24,Single Item,Weekend
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,Sunday,7,July,7,35–44,Few Items,Weekend
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,Monday,1,September,9,25–34,Bulk Purchase,Weekday
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,Monday,1,July,7,35–44,Few Items,Weekday
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,Friday,5,May,5,18–24,Single Item,Weekday
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,Friday,5,March,3,45–54,Few Items,Weekday
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,Saturday,6,December,12,55–64,Few Items,Weekend
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,Tuesday,2,December,12,45–54,Few Items,Weekday
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,Tuesday,2,January,1,25–34,Few Items,Weekday
611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,Friday,5,February,2,45–54,Few Items,Weekday
612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,Sunday,7,August,8,55–64,Single Item,Weekend
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,Sunday,7,April,4,45–54,Few Items,Weekend
614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,Saturday,6,April,4,35–44,Bulk Purchase,Weekend
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,Saturday,6,December,12,55–64,Bulk Purchase,Weekend
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,Saturday,6,September,9,35–44,Few Items,Weekend
617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,Saturday,6,August,8,25–34,Single Item,Weekend
618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,Thursday,4,January,1,25–34,Single Item,Weekday
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,Friday,5,October,10,45–54,Bulk Purchase,Weekday
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,Monday,1,May,5,55–64,Few Items,Weekday
621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,Saturday,6,March,3,35–44,Few Items,Weekend
622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,Tuesday,2,August,8,45–54,Few Items,Weekday
623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,Friday,5,March,3,25–34,Few Items,Weekday
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,Saturday,6,August,8,25–34,Few Items,Weekend
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,Friday,5,December,12,25–34,Single Item,Weekday
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,Friday,5,September,9,25–34,Bulk Purchase,Weekday
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,Saturday,6,October,10,55–64,Single Item,Weekend
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,Wednesday,3,November,11,18–24,Bulk Purchase,Weekday
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,Monday,1,June,6,55–64,Few Items,Weekday
630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,Tuesday,2,August,8,35–44,Few Items,Weekday
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,Friday,5,November,11,55–64,Few Items,Weekday
632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,Saturday,6,September,9,25–34,Bulk Purchase,Weekend
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,Monday,1,August,8,35–44,Bulk Purchase,Weekday
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,Sunday,7,October,10,55–64,Bulk Purchase,Weekend
635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,Thursday,4,August,8,55–64,Few Items,Weekday
636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,Thursday,4,March,3,18–24,Few Items,Weekday
637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,Friday,5,September,9,35–44,Few Items,Weekday
638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,Saturday,6,August,8,45–54,Single Item,Weekend
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,Saturday,6,May,5,55–64,Bulk Purchase,Weekend
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,Sunday,7,May,5,45–54,Bulk Purchase,Weekend
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,Thursday,4,November,11,35–44,Single Item,Weekday
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,Monday,1,May,5,45–54,Bulk Purchase,Weekday
643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,Sunday,7,September,9,25–34,Few Items,Weekend
644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,Wednesday,3,September,9,18–24,Few Items,Weekday
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,Friday,5,November,11,35–44,Bulk Purchase,Weekday
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,Wednesday,3,May,5,35–44,Few Items,Weekday
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,Sunday,7,May,5,55–64,Few Items,Weekend
648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,Monday,1,August,8,45–54,Bulk Purchase,Weekday
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,Thursday,4,February,2,55–64,Few Items,Weekday
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,Monday,1,January,1,55–64,Single Item,Weekday
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,Saturday,6,May,5,45–54,Few Items,Weekend
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,Monday,1,May,5,25–34,Few Items,Weekday
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,Saturday,6,May,5,45–54,Few Items,Weekend
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,Wednesday,3,June,6,35–44,Few Items,Weekday
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,Tuesday,2,June,6,55–64,Single Item,Weekday
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,Wednesday,3,October,10,25–34,Few Items,Weekday
657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,Saturday,6,February,2,35–44,Single Item,Weekend
658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,Sunday,7,March,3,55–64,Single Item,Weekend
659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,Sunday,7,March,3,35–44,Single Item,Weekend
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,Saturday,6,April,4,35–44,Few Items,Weekend
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,Sunday,7,July,7,35–44,Bulk Purchase,Weekend
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,Friday,5,December,12,45–54,Few Items,Weekday
663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,Monday,1,March,3,18–24,Bulk Purchase,Weekday
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,Thursday,4,December,12,35–44,Bulk Purchase,Weekday
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,Thursday,4,April,4,55–64,Single Item,Weekday
666,02-02-2023,CUST666,Male,51,Electronics,3,50,150,Thursday,4,February,2,45–54,Few Items,Weekday
667,01-08-2023,CUST667,Female,29,Electronics,1,500,500,Tuesday,2,August,8,25–34,Single Item,Weekday
668,28-07-2023,CUST668,Female,62,Electronics,3,50,150,Friday,5,July,7,55–64,Few Items,Weekday
669,19-06-2023,CUST669,Male,24,Beauty,4,300,1200,Monday,1,June,6,18–24,Bulk Purchase,Weekday
670,05-10-2023,CUST670,Male,27,Beauty,1,30,30,Thursday,4,October,10,25–34,Single Item,Weekday
671,27-08-2023,CUST671,Male,62,Electronics,3,50,150,Sunday,7,August,8,55–64,Few Items,Weekend
672,01-08-2023,CUST672,Female,34,Beauty,2,50,100,Tuesday,2,August,8,25–34,Few Items,Weekday
673,01-02-2023,CUST673,Female,43,Clothing,3,500,1500,Wednesday,3,February,2,35–44,Few Items,Weekday
674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,Sunday,7,April,4,35–44,Single Item,Weekend
675,04-08-2023,CUST675,Female,45,Clothing,2,30,60,Friday,5,August,8,45–54,Few Items,Weekday
676,19-07-2023,CUST676,Male,63,Electronics,3,500,1500,Wednesday,3,July,7,55–64,Few Items,Weekday
677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,Friday,5,October,10,18–24,Few Items,Weekday
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,Saturday,6,December,12,55–64,Few Items,Weekend
679,11-01-2023,CUST679,Female,18,Beauty,3,30,90,Wednesday,3,January,1,18–24,Few Items,Weekday
680,22-10-2023,CUST680,Female,53,Clothing,3,300,900,Sunday,7,October,10,45–54,Few Items,Weekend
681,14-07-2023,CUST681,Female,43,Electronics,2,30,60,Friday,5,July,7,35–44,Few Items,Weekday
682,02-09-2023,CUST682,Male,46,Beauty,4,300,1200,Saturday,6,September,9,45–54,Bulk Purchase,Weekend
683,04-01-2023,CUST683,Male,38,Beauty,2,500,1000,Wednesday,3,January,1,35–44,Few Items,Weekday
684,30-06-2023,CUST684,Female,28,Clothing,2,500,1000,Friday,5,June,6,25–34,Few Items,Weekday
685,02-06-2023,CUST685,Male,57,Electronics,2,25,50,Friday,5,June,6,55–64,Few Items,Weekday
686,19-07-2023,CUST686,Female,28,Electronics,4,50,200,Wednesday,3,July,7,25–34,Bulk Purchase,Weekday
687,03-08-2023,CUST687,Female,53,Electronics,1,300,300,Thursday,4,August,8,45–54,Single Item,Weekday
688,03-10-2023,CUST688,Male,56,Clothing,4,25,100,Tuesday,2,October,10,55–64,Bulk Purchase,Weekday
689,07-10-2023,CUST689,Male,57,Electronics,2,50,100,Saturday,6,October,10,55–64,Few Items,Weekend
690,05-11-2023,CUST690,Female,52,Clothing,3,300,900,Sunday,7,November,11,45–54,Few Items,Weekend
691,23-04-2023,CUST691,Female,51,Clothing,3,30,90,Sunday,7,April,4,45–54,Few Items,Weekend
692,07-09-2023,CUST692,Female,64,Clothing,2,50,100,Thursday,4,September,9,55–64,Few Items,Weekday
693,23-04-2023,CUST693,Male,41,Beauty,3,500,1500,Sunday,7,April,4,35–44,Few Items,Weekend
694,20-05-2023,CUST694,Female,39,Electronics,2,25,50,Saturday,6,May,5,35–44,Few Items,Weekend
695,12-08-2023,CUST695,Female,22,Electronics,3,50,150,Saturday,6,August,8,18–24,Few Items,Weekend
696,06-09-2023,CUST696,Female,50,Clothing,4,50,200,Wednesday,3,September,9,45–54,Bulk Purchase,Weekday
697,15-01-2023,CUST697,Male,53,Clothing,1,500,500,Sunday,7,January,1,45–54,Single Item,Weekend
698,19-07-2023,CUST698,Female,64,Electronics,1,300,300,Wednesday,3,July,7,55–64,Single Item,Weekday
699,22-06-2023,CUST699,Female,37,Clothing,4,30,120,Thursday,4,June,6,35–44,Bulk Purchase,Weekday
700,09-12-2023,CUST700,Male,36,Electronics,4,500,2000,Saturday,6,December,12,35–44,Bulk Purchase,Weekend
701,14-12-2023,CUST701,Female,52,Beauty,2,30,60,Thursday,4,December,12,45–54,Few Items,Weekday
702,27-07-2023,CUST702,Female,60,Clothing,2,300,600,Thursday,4,July,7,55–64,Few Items,Weekday
703,26-03-2023,CUST703,Male,34,Electronics,2,50,100,Sunday,7,March,3,25–34,Few Items,Weekend
704,28-08-2023,CUST704,Female,62,Clothing,3,30,90,Monday,1,August,8,55–64,Few Items,Weekday
705,07-03-2023,CUST705,Male,60,Electronics,2,25,50,Tuesday,2,March,3,55–64,Few Items,Weekday
706,15-11-2023,CUST706,Male,51,Electronics,4,25,100,Wednesday,3,November,11,45–54,Bulk Purchase,Weekday
707,01-10-2023,CUST707,Female,26,Clothing,1,500,500,Sunday,7,October,10,25–34,Single Item,Weekend
708,14-01-2023,CUST708,Female,43,Beauty,3,300,900,Saturday,6,January,1,35–44,Few Items,Weekend
709,21-07-2023,CUST709,Female,19,Electronics,2,500,1000,Friday,5,July,7,18–24,Few Items,Weekday
710,31-10-2023,CUST710,Female,26,Electronics,3,500,1500,Tuesday,2,October,10,25–34,Few Items,Weekday
711,16-10-2023,CUST711,Male,26,Electronics,3,500,1500,Monday,1,October,10,25–34,Few Items,Weekday
712,06-12-2023,CUST712,Female,57,Beauty,2,25,50,Wednesday,3,December,12,55–64,Few Items,Weekday
713,14-01-2023,CUST713,Male,34,Beauty,3,25,75,Saturday,6,January,1,25–34,Few Items,Weekend
714,12-02-2023,CUST714,Female,18,Clothing,1,500,500,Sunday,7,February,2,18–24,Single Item,Weekend
715,26-11-2023,CUST715,Female,42,Beauty,4,25,100,Sunday,7,November,11,35–44,Bulk Purchase,Weekend
716,08-08-2023,CUST716,Female,60,Clothing,4,300,1200,Tuesday,2,August,8,55–64,Bulk Purchase,Weekday
717,11-03-2023,CUST717,Male,57,Clothing,1,500,500,Saturday,6,March,3,55–64,Single Item,Weekend
718,25-08-2023,CUST718,Female,59,Beauty,3,25,75,Friday,5,August,8,55–64,Few Items,Weekday
719,04-04-2023,CUST719,Female,42,Clothing,2,30,60,Tuesday,2,April,4,35–44,Few Items,Weekday
720,26-01-2023,CUST720,Female,56,Beauty,3,500,1500,Thursday,4,January,1,55–64,Few Items,Weekday
721,14-05-2023,CUST721,Female,52,Clothing,1,500,500,Sunday,7,May,5,45–54,Single Item,Weekend
722,14-07-2023,CUST722,Male,20,Beauty,3,300,900,Friday,5,July,7,18–24,Few Items,Weekday
723,17-06-2023,CUST723,Female,54,Beauty,4,50,200,Saturday,6,June,6,45–54,Bulk Purchase,Weekend
724,19-04-2023,CUST724,Male,61,Clothing,3,50,150,Wednesday,3,April,4,55–64,Few Items,Weekday
725,21-08-2023,CUST725,Male,61,Electronics,1,300,300,Monday,1,August,8,55–64,Single Item,Weekday
726,17-06-2023,CUST726,Male,47,Clothing,4,300,1200,Saturday,6,June,6,45–54,Bulk Purchase,Weekend
727,22-06-2023,CUST727,Male,55,Beauty,3,300,900,Thursday,4,June,6,55–64,Few Items,Weekday
728,14-07-2023,CUST728,Male,51,Electronics,3,50,150,Friday,5,July,7,45–54,Few Items,Weekday
729,23-05-2023,CUST729,Male,29,Clothing,4,300,1200,Tuesday,2,May,5,25–34,Bulk Purchase,Weekday
730,04-08-2023,CUST730,Female,36,Clothing,2,25,50,Friday,5,August,8,35–44,Few Items,Weekday
731,10-05-2023,CUST731,Male,54,Clothing,4,500,2000,Wednesday,3,May,5,45–54,Bulk Purchase,Weekday
732,11-02-2023,CUST732,Male,61,Electronics,2,500,1000,Saturday,6,February,2,55–64,Few Items,Weekend
733,29-08-2023,CUST733,Male,34,Beauty,1,30,30,Tuesday,2,August,8,25–34,Single Item,Weekday
734,10-01-2023,CUST734,Female,27,Clothing,1,30,30,Tuesday,2,January,1,25–34,Single Item,Weekday
735,04-10-2023,CUST735,Female,64,Clothing,4,500,2000,Wednesday,3,October,10,55–64,Bulk Purchase,Weekday
736,27-01-2023,CUST736,Male,29,Clothing,4,25,100,Friday,5,January,1,25–34,Bulk Purchase,Weekday
737,29-06-2023,CUST737,Female,33,Clothing,1,50,50,Thursday,4,June,6,25–34,Single Item,Weekday
738,25-04-2023,CUST738,Male,41,Clothing,2,50,100,Tuesday,2,April,4,35–44,Few Items,Weekday
739,29-11-2023,CUST739,Male,36,Beauty,1,25,25,Wednesday,3,November,11,35–44,Single Item,Weekday
740,05-02-2023,CUST740,Female,25,Beauty,4,50,200,Sunday,7,February,2,25–34,Bulk Purchase,Weekend
741,30-11-2023,CUST741,Male,48,Clothing,1,300,300,Thursday,4,November,11,45–54,Single Item,Weekday
742,21-01-2023,CUST742,Female,38,Electronics,4,500,2000,Saturday,6,January,1,35–44,Bulk Purchase,Weekend
743,16-01-2023,CUST743,Female,34,Beauty,4,500,2000,Monday,1,January,1,25–34,Bulk Purchase,Weekday
744,07-05-2023,CUST744,Male,40,Electronics,1,25,25,Sunday,7,May,5,35–44,Single Item,Weekend
745,13-04-2023,CUST745,Male,54,Beauty,2,50,100,Thursday,4,April,4,45–54,Few Items,Weekday
746,11-01-2023,CUST746,Female,33,Clothing,3,30,90,Wednesday,3,January,1,25–34,Few Items,Weekday
747,15-11-2023,CUST747,Male,23,Beauty,1,30,30,Wednesday,3,November,11,18–24,Single Item,Weekday
748,20-03-2023,CUST748,Male,25,Clothing,3,50,150,Monday,1,March,3,25–34,Few Items,Weekday
749,03-05-2023,CUST749,Male,42,Beauty,1,30,30,Wednesday,3,May,5,35–44,Single Item,Weekday
750,06-03-2023,CUST750,Female,35,Clothing,3,25,75,Monday,1,March,3,35–44,Few Items,Weekday
751,31-08-2023,CUST751,Female,42,Clothing,2,25,50,Thursday,4,August,8,35–44,Few Items,Weekday
752,09-12-2023,CUST752,Male,29,Clothing,2,50,100,Saturday,6,December,12,25–34,Few Items,Weekend
753,28-02-2023,CUST753,Female,32,Clothing,1,30,30,Tuesday,2,February,2,25–34,Single Item,Weekday
754,16-10-2023,CUST754,Female,43,Electronics,4,25,100,Monday,1,October,10,35–44,Bulk Purchase,Weekday
755,22-04-2023,CUST755,Female,58,Clothing,3,25,75,Saturday,6,April,4,55–64,Few Items,Weekend
756,27-08-2023,CUST756,Female,62,Electronics,4,300,1200,Sunday,7,August,8,55–64,Bulk Purchase,Weekend
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,Monday,1,December,12,35–44,Bulk Purchase,Weekday
758,12-05-2023,CUST758,Male,64,Clothing,4,25,100,Friday,5,May,5,55–64,Bulk Purchase,Weekday
759,08-07-2023,CUST759,Male,49,Electronics,2,50,100,Saturday,6,July,7,45–54,Few Items,Weekend
760,27-03-2023,CUST760,Male,27,Beauty,1,500,500,Monday,1,March,3,25–34,Single Item,Weekday
761,07-11-2023,CUST761,Female,33,Clothing,1,500,500,Tuesday,2,November,11,25–34,Single Item,Weekday
762,07-11-2023,CUST762,Female,24,Electronics,2,25,50,Tuesday,2,November,11,18–24,Few Items,Weekday
763,28-02-2023,CUST763,Male,34,Clothing,2,25,50,Tuesday,2,February,2,25–34,Few Items,Weekday
764,25-03-2023,CUST764,Female,40,Clothing,1,25,25,Saturday,6,March,3,35–44,Single Item,Weekend
765,09-06-2023,CUST765,Male,43,Clothing,4,50,200,Friday,5,June,6,35–44,Bulk Purchase,Weekday
766,25-02-2023,CUST766,Male,38,Electronics,3,300,900,Saturday,6,February,2,35–44,Few Items,Weekend
767,24-10-2023,CUST767,Male,39,Beauty,3,25,75,Tuesday,2,October,10,35–44,Few Items,Weekday
768,14-01-2023,CUST768,Female,24,Beauty,3,25,75,Saturday,6,January,1,18–24,Few Items,Weekend
769,09-06-2023,CUST769,Female,31,Electronics,4,30,120,Friday,5,June,6,25–34,Bulk Purchase,Weekday
770,22-10-2023,CUST770,Male,32,Clothing,1,50,50,Sunday,7,October,10,25–34,Single Item,Weekend
771,13-12-2023,CUST771,Male,24,Electronics,2,25,50,Wednesday,3,December,12,18–24,Few Items,Weekday
772,12-07-2023,CUST772,Male,26,Electronics,1,30,30,Wednesday,3,July,7,25–34,Single Item,Weekday
773,23-07-2023,CUST773,Male,25,Electronics,4,500,2000,Sunday,7,July,7,25–34,Bulk Purchase,Weekend
774,12-04-2023,CUST774,Female,40,Clothing,2,25,50,Wednesday,3,April,4,35–44,Few Items,Weekday
775,08-02-2023,CUST775,Female,46,Electronics,4,25,100,Wednesday,3,February,2,45–54,Bulk Purchase,Weekday
776,31-10-2023,CUST776,Male,35,Clothing,3,30,90,Tuesday,2,October,10,35–44,Few Items,Weekday
777,20-12-2023,CUST777,Male,48,Electronics,3,50,150,Wednesday,3,December,12,45–54,Few Items,Weekday
778,18-11-2023,CUST778,Female,47,Beauty,4,25,100,Saturday,6,November,11,45–54,Bulk Purchase,Weekend
779,05-05-2023,CUST779,Female,56,Electronics,2,500,1000,Friday,5,May,5,55–64,Few Items,Weekday
780,22-02-2023,CUST780,Male,52,Electronics,2,25,50,Wednesday,3,February,2,45–54,Few Items,Weekday
781,23-12-2023,CUST781,Male,35,Beauty,1,500,500,Saturday,6,December,12,35–44,Single Item,Weekend
782,04-06-2023,CUST782,Male,59,Clothing,3,300,900,Sunday,7,June,6,55–64,Few Items,Weekend
783,17-12-2023,CUST783,Female,56,Clothing,1,300,300,Sunday,7,December,12,55–64,Single Item,Weekend
784,04-11-2023,CUST784,Female,34,Electronics,1,500,500,Saturday,6,November,11,25–34,Single Item,Weekend
785,03-03-2023,CUST785,Female,31,Beauty,4,50,200,Friday,5,March,3,25–34,Bulk Purchase,Weekday
786,17-10-2023,CUST786,Male,48,Clothing,4,25,100,Tuesday,2,October,10,45–54,Bulk Purchase,Weekday
787,22-01-2023,CUST787,Male,41,Electronics,1,25,25,Sunday,7,January,1,35–44,Single Item,Weekend
788,27-06-2023,CUST788,Female,52,Beauty,3,300,900,Tuesday,2,June,6,45–54,Few Items,Weekday
789,30-09-2023,CUST789,Female,61,Clothing,4,500,2000,Saturday,6,September,9,55–64,Bulk Purchase,Weekend
790,08-08-2023,CUST790,Male,62,Clothing,1,25,25,Tuesday,2,August,8,55–64,Single Item,Weekday
791,05-12-2023,CUST791,Female,51,Beauty,1,25,25,Tuesday,2,December,12,45–54,Single Item,Weekday
792,09-07-2023,CUST792,Female,20,Beauty,1,50,50,Sunday,7,July,7,18–24,Single Item,Weekend
793,05-02-2023,CUST793,Male,54,Beauty,1,30,30,Sunday,7,February,2,45–54,Single Item,Weekend
794,17-09-2023,CUST794,Female,60,Beauty,1,300,300,Sunday,7,September,9,55–64,Single Item,Weekend
795,28-11-2023,CUST795,Male,57,Electronics,1,300,300,Tuesday,2,November,11,55–64,Single Item,Weekday
796,24-06-2023,CUST796,Male,43,Beauty,4,30,120,Saturday,6,June,6,35–44,Bulk Purchase,Weekend
797,07-01-2023,CUST797,Male,40,Clothing,3,25,75,Saturday,6,January,1,35–44,Few Items,Weekend
798,04-08-2023,CUST798,Male,61,Clothing,1,50,50,Friday,5,August,8,55–64,Single Item,Weekday
